,statement,status
40939,hard to smile lately,Depression
40940,hard to smile lately,Depression
40941,no appetite to eat,Depression
40942,no appetite to eat,Depression
40943,want to stay in bed all day,Depression
40944,hard to smile lately,Depression
40945,want to stay in bed all day,Depression
40946,tired even after sleep,Depression
40947,no motivation to get up,Depression
40948,feeling empty inside,Depression
40949,feeling low and withdrawn,Depression
40950,no appetite to eat,Depression
40951,feeling low and withdrawn,Depression
40952,feeling low and withdrawn,Depression
40953,tired even after sleep,Depression
40954,feeling empty inside,Depression
40955,want to stay in bed all day,Depression
40956,tired even after sleep,Depression
40957,feeling empty inside,Depression
40958,want to stay in bed all day,Depression
40959,everything feels heavy,Depression
40960,feeling empty inside,Depression
40961,tired even after sleep,Depression
40962,everything feels heavy,Depression
40963,feeling empty inside,Depression
40964,everything feels pointless,Depression
40965,everything feels pointless,Depression
40966,no motivation to get up,Depression
40967,everything feels pointless,Depression
40968,everything feels heavy,Depression
40969,want to stay in bed all day,Depression
40970,feeling low and withdrawn,Depression
40971,don't enjoy things anymore,Depression
40972,hard to smile lately,Depression
40973,everything feels pointless,Depression
40974,feeling low and withdrawn,Depression
40975,don't enjoy things anymore,Depression
40976,tired even after sleep,Depression
40977,everything feels heavy,Depression
40978,no appetite to eat,Depression
40979,no motivation to get up,Depression
40980,feeling empty inside,Depression
40981,don't enjoy things anymore,Depression
40982,don't enjoy things anymore,Depression
40983,no appetite to eat,Depression
40984,feeling empty inside,Depression
40985,tired even after sleep,Depression
40986,no appetite to eat,Depression
40987,no motivation to get up,Depression
40988,everything feels heavy,Depression
40989,no appetite to eat,Depression
40990,no motivation to get up,Depression
40991,no motivation to get up,Depression
40992,feeling low and withdrawn,Depression
40993,no motivation to get up,Depression
40994,feeling low and withdrawn,Depression
40995,feeling low and withdrawn,Depression
40996,don't enjoy things anymore,Depression
40997,everything feels pointless,Depression
40998,no motivation to get up,Depression
40999,no appetite to eat,Depression
41000,want to stay in bed all day,Depression
41001,no motivation to get up,Depression
41002,feeling low and withdrawn,Depression
41003,feeling empty inside,Depression
41004,feeling low and withdrawn,Depression
41005,want to stay in bed all day,Depression
41006,feeling low and withdrawn,Depression
41007,want to stay in bed all day,Depression
41008,want to stay in bed all day,Depression
41009,don't enjoy things anymore,Depression
41010,no motivation to get up,Depression
41011,everything feels heavy,Depression
41012,everything feels heavy,Depression
41013,no motivation to get up,Depression
41014,no appetite to eat,Depression
41015,don't enjoy things anymore,Depression
41016,don't enjoy things anymore,Depression
41017,don't enjoy things anymore,Depression
41018,feeling empty inside,Depression
41019,feeling low and withdrawn,Depression
41020,no appetite to eat,Depression
41021,everything feels heavy,Depression
41022,hard to smile lately,Depression
41023,want to stay in bed all day,Depression
41024,everything feels heavy,Depression
41025,everything feels pointless,Depression
41026,don't enjoy things anymore,Depression
41027,want to stay in bed all day,Depression
41028,everything feels pointless,Depression
41029,don't enjoy things anymore,Depression
41030,hard to smile lately,Depression
41031,everything feels heavy,Depression
41032,no appetite to eat,Depression
41033,everything feels pointless,Depression
41034,tired even after sleep,Depression
41035,want to stay in bed all day,Depression
41036,hard to smile lately,Depression
41037,no appetite to eat,Depression
41038,feeling empty inside,Depression
41039,feeling empty inside,Depression
41040,hard to smile lately,Depression
41041,tired even after sleep,Depression
41042,hard to smile lately,Depression
41043,no appetite to eat,Depression
41044,don't enjoy things anymore,Depression
41045,everything feels pointless,Depression
41046,tired even after sleep,Depression
41047,feeling low and withdrawn,Depression
41048,everything feels heavy,Depression
41049,feeling empty inside,Depression
41050,everything feels heavy,Depression
41051,no appetite to eat,Depression
41052,don't enjoy things anymore,Depression
41053,feeling empty inside,Depression
41054,no appetite to eat,Depression
41055,want to stay in bed all day,Depression
41056,everything feels pointless,Depression
41057,feeling empty inside,Depression
41058,no motivation to get up,Depression
41059,feeling low and withdrawn,Depression
41060,want to stay in bed all day,Depression
41061,everything feels pointless,Depression
41062,hard to smile lately,Depression
41063,feeling low and withdrawn,Depression
41064,hard to smile lately,Depression
41065,everything feels pointless,Depression
41066,no appetite to eat,Depression
41067,don't enjoy things anymore,Depression
41068,no appetite to eat,Depression
41069,tired even after sleep,Depression
41070,no motivation to get up,Depression
41071,everything feels heavy,Depression
41072,no appetite to eat,Depression
41073,everything feels heavy,Depression
41074,everything feels heavy,Depression
41075,no appetite to eat,Depression
41076,hard to smile lately,Depression
41077,hard to smile lately,Depression
41078,hard to smile lately,Depression
41079,tired even after sleep,Depression
41080,everything feels heavy,Depression
41081,feeling empty inside,Depression
41082,feeling empty inside,Depression
41083,everything feels heavy,Depression
41084,everything feels pointless,Depression
41085,no appetite to eat,Depression
41086,hard to smile lately,Depression
41087,everything feels heavy,Depression
41088,feeling empty inside,Depression
41089,feeling low and withdrawn,Depression
41090,tired even after sleep,Depression
41091,feeling empty inside,Depression
41092,hard to smile lately,Depression
41093,everything feels pointless,Depression
41094,don't enjoy things anymore,Depression
41095,no appetite to eat,Depression
41096,feeling low and withdrawn,Depression
41097,want to stay in bed all day,Depression
41098,want to stay in bed all day,Depression
41099,no motivation to get up,Depression
41100,everything feels heavy,Depression
41101,no appetite to eat,Depression
41102,everything feels heavy,Depression
41103,want to stay in bed all day,Depression
41104,hard to smile lately,Depression
41105,no appetite to eat,Depression
41106,feeling low and withdrawn,Depression
41107,feeling low and withdrawn,Depression
41108,everything feels heavy,Depression
41109,don't enjoy things anymore,Depression
41110,don't enjoy things anymore,Depression
41111,don't enjoy things anymore,Depression
41112,everything feels pointless,Depression
41113,hard to smile lately,Depression
41114,feeling low and withdrawn,Depression
41115,want to stay in bed all day,Depression
41116,everything feels heavy,Depression
41117,hard to smile lately,Depression
41118,hard to smile lately,Depression
41119,no motivation to get up,Depression
41120,everything feels pointless,Depression
41121,no appetite to eat,Depression
41122,feeling empty inside,Depression
41123,feeling low and withdrawn,Depression
41124,don't enjoy things anymore,Depression
41125,everything feels pointless,Depression
41126,tired even after sleep,Depression
41127,hard to smile lately,Depression
41128,tired even after sleep,Depression
